gene_id,gene_symbol,gene_name,alternate_names,alternate_symbols,vip_status
PA164722842,MIR548M,microRNA 548m,Unknown,hsa-mir-548m,Yes
PA164722843,MIR548N,microRNA 548n,Unknown,hsa-mir-548n,Yes
PA164722844,MIR548O,microRNA 548o,Unknown,hsa-mir-548o,Yes
PA164722845,MIR548P,microRNA 548p,Unknown,hsa-mir-548p,Yes
PA165548868,MIR548Q,microRNA 548q,Unknown,hsa-mir-548q,Yes
PA165696878,MIR548S,microRNA 548s,Unknown,hsa-mir-548s,Yes
PA165664263,MIR548T,microRNA 548t,Unknown,hsa-mir-548t,Yes
PA165618127,MIR548U,microRNA 548u,Unknown,hsa-mir-548u,Yes
PA165585717,MIR548V,microRNA 548v,Unknown,hsa-mir-548v,Yes
PA165450199,MIR548W,microRNA 548w,Unknown,hsa-mir-548w,Yes
PA165378434,MIR548X,microRNA 548x,Unknown,hsa-mir-548x,Yes
PA164722847,MIR550A1,microRNA 550a-1,Unknown,hsa-mir-550-1,Yes
PA164722848,MIR550A2,microRNA 550a-2,Unknown,"hsa-mir-550-2, hsa-mir-550a-2",Yes
PA164722849,MIR551A,microRNA 551a,Unknown,hsa-mir-551a,Yes
PA164722850,MIR551B,microRNA 551b,Unknown,hsa-mir-551b,Yes
PA164722851,MIR552,microRNA 552,Unknown,hsa-mir-552,Yes
PA164722852,MIR553,microRNA 553,Unknown,hsa-mir-553,Yes
PA164722853,MIR554,microRNA 554,Unknown,hsa-mir-554,Yes
PA164722854,MIR555,microRNA 555,Unknown,hsa-mir-555,Yes
PA164722855,MIR556,microRNA 556,Unknown,hsa-mir-556,Yes
PA164722856,MIR557,microRNA 557,Unknown,hsa-mir-557,Yes
PA164722857,MIR558,microRNA 558,Unknown,hsa-mir-558,Yes
PA164722858,MIR559,microRNA 559,Unknown,hsa-mir-559,Yes
PA164722859,MIR561,microRNA 561,Unknown,hsa-mir-561,Yes
PA164722860,MIR562,microRNA 562,Unknown,hsa-mir-562,Yes
PA164722861,MIR563,microRNA 563,Unknown,hsa-mir-563,Yes
PA164722862,MIR564,microRNA 564,Unknown,hsa-mir-564,Yes
PA164722864,MIR567,microRNA 567,Unknown,hsa-mir-567,Yes
PA164722865,MIR568,microRNA 568,Unknown,hsa-mir-568,Yes
PA164722866,MIR569,microRNA 569,Unknown,hsa-mir-569,Yes
PA164722867,MIR570,microRNA 570,Unknown,hsa-mir-570,Yes
PA164722868,MIR571,microRNA 571,Unknown,hsa-mir-571,Yes
PA164722869,MIR572,microRNA 572,Unknown,hsa-mir-572,Yes
PA164722870,MIR573,microRNA 573,Unknown,hsa-mir-573,Yes
PA164722871,MIR574,microRNA 574,Unknown,hsa-mir-574,Yes
PA164722872,MIR575,microRNA 575,Unknown,hsa-mir-575,Yes
PA164722873,MIR576,microRNA 576,Unknown,hsa-mir-576,Yes
PA164722874,MIR577,microRNA 577,Unknown,hsa-mir-577,Yes
PA164722875,MIR578,microRNA 578,Unknown,hsa-mir-578,Yes
PA164722876,MIR579,microRNA 579,Unknown,hsa-mir-579,Yes
PA164722877,MIR580,microRNA 580,Unknown,hsa-mir-580,Yes
PA164722878,MIR581,microRNA 581,Unknown,hsa-mir-581,Yes
PA164722879,MIR582,microRNA 582,Unknown,hsa-mir-582,Yes
PA164722880,MIR583,microRNA 583,Unknown,hsa-mir-583,Yes
PA164722881,MIR584,microRNA 584,Unknown,hsa-mir-584,Yes
PA164722882,MIR585,microRNA 585,Unknown,hsa-mir-585,Yes
PA164722883,MIR586,microRNA 586,Unknown,hsa-mir-586,Yes
PA164722884,MIR587,microRNA 587,Unknown,hsa-mir-587,Yes
PA164722885,MIR588,microRNA 588,Unknown,hsa-mir-588,Yes
PA164722886,MIR589,microRNA 589,Unknown,hsa-mir-589,Yes
PA164722887,MIR590,microRNA 590,Unknown,hsa-mir-590,Yes
PA164722888,MIR591,microRNA 591,Unknown,hsa-mir-591,Yes
PA164722889,MIR592,microRNA 592,Unknown,hsa-mir-592,Yes
PA164722890,MIR593,microRNA 593,Unknown,hsa-mir-593,Yes
PA164722891,MIR595,microRNA 595,Unknown,hsa-mir-595,Yes
PA164722892,MIR596,microRNA 596,Unknown,hsa-mir-596,Yes
PA164722893,MIR597,microRNA 597,Unknown,hsa-mir-597,Yes
PA164722894,MIR598,microRNA 598,Unknown,hsa-mir-598,Yes
PA164722895,MIR599,microRNA 599,Unknown,hsa-mir-599,Yes
PA164722896,MIR600,microRNA 600,Unknown,hsa-mir-600,Yes
PA134911672,MIR600HG,MIR600 host gene (non-protein coding),Unknown,"FLJ22161, GL012",Yes
PA164722897,MIR601,microRNA 601,Unknown,hsa-mir-601,Yes
PA164722898,MIR602,microRNA 602,Unknown,hsa-mir-602,Yes
PA164722899,MIR603,microRNA 603,Unknown,hsa-mir-603,Yes
PA164722900,MIR604,microRNA 604,Unknown,hsa-mir-604,Yes
PA164722901,MIR605,microRNA 605,Unknown,hsa-mir-605,Yes
PA164722902,MIR606,microRNA 606,Unknown,hsa-mir-606,Yes
PA164722903,MIR607,microRNA 607,Unknown,hsa-mir-607,Yes
PA166176239,MIR6076,microRNA 6076,Unknown,hsa-mir-6076,Yes
PA164722904,MIR608,microRNA 608,Unknown,hsa-mir-608,Yes
PA164722905,MIR609,microRNA 609,Unknown,hsa-mir-609,Yes
PA164722906,MIR610,microRNA 610,Unknown,hsa-mir-610,Yes
PA164722907,MIR611,microRNA 611,Unknown,hsa-mir-611,Yes
PA164722908,MIR612,microRNA 612,Unknown,hsa-mir-612,Yes
PA164722909,MIR613,microRNA 613,Unknown,hsa-mir-613,Yes
PA164722910,MIR614,microRNA 614,Unknown,hsa-mir-614,Yes
PA164722911,MIR615,microRNA 615,Unknown,hsa-mir-615,Yes
PA164722912,MIR616,microRNA 616,Unknown,hsa-mir-616,Yes
PA164722913,MIR617,microRNA 617,Unknown,hsa-mir-617,Yes
PA164722914,MIR618,microRNA 618,Unknown,hsa-mir-618,Yes
PA164722915,MIR619,microRNA 619,Unknown,hsa-mir-619,Yes
PA164722916,MIR620,microRNA 620,Unknown,hsa-mir-620,Yes
PA164722917,MIR621,microRNA 621,Unknown,hsa-mir-621,Yes
PA164722918,MIR622,microRNA 622,Unknown,hsa-mir-622,Yes
PA164722919,MIR623,microRNA 623,Unknown,hsa-mir-623,Yes
PA164722920,MIR624,microRNA 624,Unknown,hsa-mir-624,Yes
PA164722921,MIR625,microRNA 625,Unknown,hsa-mir-625,Yes
PA164722922,MIR626,microRNA 626,Unknown,hsa-mir-626,Yes
PA164722923,MIR627,microRNA 627,Unknown,hsa-mir-627,Yes
PA164722924,MIR628,microRNA 628,Unknown,hsa-mir-628,Yes
PA164722925,MIR629,microRNA 629,Unknown,hsa-mir-629,Yes
PA164722926,MIR630,microRNA 630,Unknown,hsa-mir-630,Yes
PA164722927,MIR631,microRNA 631,Unknown,hsa-mir-631,Yes
PA164722928,MIR632,microRNA 632,Unknown,hsa-mir-632,Yes
PA164722929,MIR633,microRNA 633,Unknown,hsa-mir-633,Yes
PA164722930,MIR634,microRNA 634,Unknown,hsa-mir-634,Yes
PA164722931,MIR635,microRNA 635,Unknown,hsa-mir-635,Yes
PA164722932,MIR636,microRNA 636,Unknown,hsa-mir-636,Yes
PA164722933,MIR637,microRNA 637,Unknown,hsa-mir-637,Yes
PA164722934,MIR638,microRNA 638,Unknown,hsa-mir-638,Yes
PA164722935,MIR639,microRNA 639,Unknown,hsa-mir-639,Yes
PA164722936,MIR640,microRNA 640,Unknown,hsa-mir-640,Yes
PA164722937,MIR641,microRNA 641,Unknown,hsa-mir-641,Yes
PA164722938,MIR642A,microRNA 642a,Unknown,hsa-mir-642,Yes
PA164722939,MIR643,microRNA 643,Unknown,hsa-mir-643,Yes
PA164722940,MIR644A,microRNA 644a,Unknown,hsa-mir-644,Yes
PA164722941,MIR645,microRNA 645,Unknown,hsa-mir-645,Yes
PA164722942,MIR646,microRNA 646,Unknown,hsa-mir-646,Yes
PA164722943,MIR647,microRNA 647,Unknown,hsa-mir-647,Yes
PA164722944,MIR648,microRNA 648,Unknown,hsa-mir-648,Yes
PA164722945,MIR649,microRNA 649,Unknown,hsa-mir-649,Yes
PA164722946,MIR650,microRNA 650,Unknown,hsa-mir-650,Yes
PA164722947,MIR651,microRNA 651,Unknown,hsa-mir-651,Yes
PA164722948,MIR652,microRNA 652,Unknown,hsa-mir-652,Yes
PA164722949,MIR653,microRNA 653,Unknown,hsa-mir-653,Yes
PA164722950,MIR654,microRNA 654,Unknown,hsa-mir-654,Yes
PA164722951,MIR655,microRNA 655,Unknown,hsa-mir-655,Yes
PA164722952,MIR656,microRNA 656,Unknown,hsa-mir-656,Yes
PA164722953,MIR657,microRNA 657,Unknown,hsa-mir-657,Yes
PA164722954,MIR658,microRNA 658,Unknown,hsa-mir-658,Yes
PA164722955,MIR659,microRNA 659,Unknown,hsa-mir-659,Yes
PA164722956,MIR660,microRNA 660,Unknown,hsa-mir-660,Yes
PA164722957,MIR661,microRNA 661,Unknown,hsa-mir-661,Yes
PA164722958,MIR662,microRNA 662,Unknown,hsa-mir-662,Yes
PA164722959,MIR663A,microRNA 663a,Unknown,hsa-mir-663,Yes
PA164722960,MIR663B,microRNA 663b,Unknown,hsa-mir-663b,Yes
PA164722962,MIR665,microRNA 665,Unknown,hsa-mir-665,Yes
PA164722963,MIR668,microRNA 668,Unknown,hsa-mir-668,Yes
PA165543478,MIR670,microRNA 670,Unknown,hsa-mir-670,Yes
PA164722964,MIR671,microRNA 671,Unknown,hsa-mir-671,Yes
PA164722965,MIR675,microRNA 675,Unknown,hsa-mir-675,Yes
PA164722969,MIR708,microRNA 708,Unknown,hsa-mir-708,Yes
PA164722966,MIR7-1,microRNA 7-1,Unknown,hsa-mir-7-1,Yes
PA165697845,MIR711,microRNA 711,Unknown,hsa-mir-711,Yes
PA165756989,MIR718,microRNA 718,Unknown,hsa-mir-718,Yes
PA164722967,MIR7-2,microRNA 7-2,Unknown,hsa-mir-7-2,Yes
PA164722968,MIR7-3,microRNA 7-3,Unknown,hsa-mir-7-3,Yes
PA134866457,MIR7-3HG,MIR7-3 host gene (non-protein coding),"pituitary gland specific factor 1a, pituitary gland specific factor 1b","PGSF1, PGSF1a, PGSF1b",Yes
PA164722971,MIR744,microRNA 744,Unknown,hsa-mir-744,Yes
PA164722972,MIR758,microRNA 758,Unknown,hsa-mir-758,Yes
PA165505193,MIR759,microRNA 759,Unknown,hsa-mir-759,Yes
PA164722973,MIR760,microRNA 760,Unknown,hsa-mir-760,Yes
PA165751804,MIR761,microRNA 761,Unknown,hsa-mir-761,Yes
PA165450200,MIR762,microRNA 762,Unknown,hsa-mir-762,Yes
PA165757020,MIR764,microRNA 764,Unknown,hsa-mir-764,Yes
PA164722974,MIR765,microRNA 765,Unknown,hsa-mir-765,Yes
PA164722975,MIR766,microRNA 766,Unknown,hsa-mir-766,Yes
PA164722976,MIR767,microRNA 767,Unknown,hsa-mir-767,Yes
PA164722977,MIR769,microRNA 769,Unknown,hsa-mir-769,Yes
PA164722978,MIR770,microRNA 770,Unknown,hsa-mir-770,Yes
PA164722979,MIR802,microRNA 802,Unknown,hsa-mir-802,Yes
PA164722980,MIR873,microRNA 873,Unknown,hsa-mir-873,Yes
PA164722981,MIR874,microRNA 874,Unknown,hsa-mir-874,Yes
PA164722982,MIR875,microRNA 875,Unknown,hsa-mir-875,Yes
PA164722983,MIR876,microRNA 876,Unknown,hsa-mir-876,Yes
PA164722984,MIR877,microRNA 877,Unknown,hsa-mir-877,Yes
PA164722985,MIR885,microRNA 885,Unknown,hsa-mir-885,Yes
PA164722987,MIR887,microRNA 887,Unknown,hsa-mir-887,Yes
PA164722988,MIR888,microRNA 888,Unknown,hsa-mir-888,Yes
PA164722989,MIR889,microRNA 889,Unknown,hsa-mir-889,Yes
PA164722990,MIR890,microRNA 890,Unknown,hsa-mir-890,Yes
PA164722991,MIR891A,microRNA 891a,Unknown,hsa-mir-891a,Yes
PA164722992,MIR891B,microRNA 891b,Unknown,hsa-mir-891b,Yes
PA164722993,MIR892A,microRNA 892a,Unknown,hsa-mir-892a,Yes
PA164722994,MIR892B,microRNA 892b,Unknown,hsa-mir-892b,Yes
PA164722995,MIR9-1,microRNA 9-1,Unknown,hsa-mir-9-1,Yes
PA164722996,MIR9-2,microRNA 9-2,Unknown,hsa-mir-9-2,Yes
PA164722998,MIR920,microRNA 920,Unknown,hsa-mir-920,Yes
PA164722999,MIR921,microRNA 921,Unknown,hsa-mir-921,Yes
PA164723000,MIR922,microRNA 922,Unknown,hsa-mir-922,Yes
PA164723001,MIR924,microRNA 924,Unknown,hsa-mir-924,Yes
PA164723002,MIR92A1,microRNA 92a-1,Unknown,"hsa-mir-92-1, hsa-mir-92a-1",Yes
PA164723003,MIR92A2,microRNA 92a-2,Unknown,"hsa-mir-92-2, hsa-mir-92a-2",Yes
PA164723004,MIR92B,microRNA 92b,Unknown,hsa-mir-92b,Yes
PA164722997,MIR9-3,microRNA 9-3,Unknown,hsa-mir-9-3,Yes
PA164723005,MIR93,microRNA 93,Unknown,hsa-mir-93,Yes
PA164723006,MIR933,microRNA 933,Unknown,hsa-mir-933,Yes
PA164723007,MIR934,microRNA 934,Unknown,hsa-mir-934,Yes
PA164723008,MIR935,microRNA 935,Unknown,hsa-mir-935,Yes
PA164723009,MIR936,microRNA 936,Unknown,hsa-mir-936,Yes
PA164723010,MIR937,microRNA 937,Unknown,hsa-mir-937,Yes
PA164723011,MIR938,microRNA 938,Unknown,hsa-mir-938,Yes
PA164723012,MIR939,microRNA 939,Unknown,hsa-mir-939,Yes
PA164723013,MIR940,microRNA 940,Unknown,hsa-mir-940,Yes
PA164723014,MIR941-1,microRNA 941-1,Unknown,hsa-mir-941-1,Yes
PA164723015,MIR941-2,microRNA 941-2,Unknown,hsa-mir-941-2,Yes
PA164723016,MIR941-3,microRNA 941-3,Unknown,hsa-mir-941-3,Yes
PA164723017,MIR941-4,microRNA 941-4,Unknown,hsa-mir-941-4,Yes
PA164723018,MIR942,microRNA 942,Unknown,hsa-mir-942,Yes
PA164723019,MIR943,microRNA 943,Unknown,hsa-mir-943,Yes
PA164723020,MIR944,microRNA 944,Unknown,hsa-mir-944,Yes
PA164723021,MIR95,microRNA 95,Unknown,hsa-mir-95,Yes
PA164723022,MIR96,microRNA 96,Unknown,"DFNA50, hsa-mir-96",Yes
PA164723023,MIR98,microRNA 98,Unknown,hsa-mir-98,Yes
PA164723024,MIR99A,microRNA 99a,Unknown,hsa-mir-99a,Yes
PA164723025,MIR99B,microRNA 99b,Unknown,hsa-mir-99b,Yes
PA164723027,MIRLET7A1,microRNA let-7a-1,Unknown,hsa-let-7a-1,Yes
PA164723028,MIRLET7A2,microRNA let-7a-2,Unknown,hsa-let-7a-2,Yes
PA164723029,MIRLET7A3,microRNA let-7a-3,Unknown,hsa-let-7a-3,Yes
PA164723030,MIRLET7B,microRNA let-7b,Unknown,hsa-let-7b,Yes
PA165378349,MIRLET7BHG,MIRLET7B host gene (non-protein coding),Unknown,Unknown,Yes
PA164723031,MIRLET7C,microRNA let-7c,Unknown,hsa-let-7c,Yes
PA164723032,MIRLET7D,microRNA let-7d,Unknown,hsa-let-7d,Yes
PA164723033,MIRLET7E,microRNA let-7e,Unknown,hsa-let-7e,Yes
PA164723034,MIRLET7F1,microRNA let-7f-1,Unknown,hsa-let-7f-1,Yes
PA164723035,MIRLET7F2,microRNA let-7f-2,Unknown,hsa-let-7f-2,Yes
PA164723036,MIRLET7G,microRNA let-7g,Unknown,hsa-let-7g,Yes
PA164723037,MIRLET7I,microRNA let-7i,Unknown,hsa-let-7i,Yes
PA134951024,MIS12,MIS12 kinetochore complex component,"""MIS12 kinetochore complex component"", ""MIS12, MIND kinetochore complex component, homolog (S. pombe)"", ""MIS12, kinetochore complex component""","KNTC2AP, MGC2488, MTW1, hMIS12",Yes
PA25840,MIS18A,MIS18 kinetochore protein A,MIS18 kinetochore protein homolog A (S. pombe),"B28, C21orf45, C21orf46, FASP1, hMis18alpha",Yes
PA134927557,MIS18BP1,MIS18 binding protein 1,kinetochore null 2 homolog (C. elegans),"C14orf106, FLJ11186, KIAA1903, KNL2, M18BP1",Yes
PA166181660,MISFA,mitochondrial sheath formation associated,"SPTY2D1 opposite strand, testis-specific conserved lncRNA 1","Kastor, Polluks, SPTY2D1-AS1, SPTY2D1OS, TSCL1",Yes
PA134861073,MISP,mitotic spindle positioning,"chromosome 19 open reading frame 21, mitotic interactor and substrate of Plk1","C19orf21, Caprice, DKFZp686H18209, MISP1",Yes
PA166181564,MISP3,MISP family member 3,Unknown,Unknown,Yes
PA147357601,MITD1,microtubule interacting and trafficking domain containing 1,"MIT, microtubule interacting and transport, domain containing 1",LOC129531,Yes
PA30823,MITF,melanocyte inducing transcription factor,"homolog of mouse microphthalmia, microphthalmia-associated transcription factor","MI, WS2, WS2A, bHLHe32",Yes
PA166351968,MIX23,mitochondrial matrix import factor 23,Unknown,"CCDC58, FLJ33273",Yes
PA134976348,MIXL1,Mix paired-like homeobox,Unknown,"MILD1, MIXL",Yes
PA30825,MKI67,marker of proliferation Ki-67,"""Molecular Immunology Borstel antibody 1"", ""antigen identified by monoclonal antibody Ki-67"", ""protein phosphatase 1, regulatory subunit 105""","Ki-67, MIB-, MIB-1, PPP1R105",Yes
PA30826,MKKS,MKKS centrosomal shuttling protein,McKusick-Kaufman syndrome,BBS6,Yes
PA30828,MKLN1,muskelin 1,"muskelin 1, intracellular mediator containing kelch motifs",TWA2,Yes
PA30829,MKNK1,MAPK interacting serine/threonine kinase 1,MAP kinase interacting serine/threonine kinase 1,MNK1,Yes
PA30830,MKNK2,MAPK interacting serine/threonine kinase 2,"MAP kinase interacting serine/threonine kinase 2, Putative map kinase interacting kinase","GPRK7, MNK2",Yes
PA30831,MKRN1,makorin ring finger protein 1,Unknown,RNF61,Yes
PA30832,MKRN2,makorin ring finger protein 2,Unknown,"HSPC070, RNF62",Yes
PA166049069,MKRN2OS,MKRN2 opposite strand,chromosome 3 open reading frame 83,"C3orf83, MKRN2-AS1",Yes
PA30833,MKRN3,makorin ring finger protein 3,zinc finger protein 127,"D15S9, MGC88288, RNF63, ZFP127, ZNF127",Yes
PA30834,MKRN4P,"makorin ring finger protein 4, pseudogene",Unknown,"RNF64, ZNF-Xp",Yes
PA30836,MKRN5P,"makorin ring finger protein 5, pseudogene",Unknown,ZNF-Xq,Yes
PA30837,MKRN6P,"makorin ring finger protein 6, pseudogene",Unknown,Unknown,Yes
PA30838,MKRN7P,"makorin ring finger protein 7, pseudogene",Unknown,Unknown,Yes
PA30839,MKRN8P,"makorin ring finger protein 8, pseudogene",Unknown,LOC391033,Yes
PA30840,MKS1,MKS transition zone complex subunit 1,"""Meckel syndrome, type 1"", ""POC12 centriolar protein homolog (Chlamydomonas)""","BBS13, FLJ20345, MKS, POC12",Yes
PA134964449,MKX,mohawk homeobox,Unknown,"C10orf48, IRXL1, MGC39616",Yes
PA30842,MLANA,melan-A,Unknown,"MART-1, MART1",Yes
PA38199,MLC1,modulator of VRAC current 1,megalencephalic leukoencephalopathy with subcortical cysts 1,"KIAA0027, LVM, MLC, VL",Yes
PA166351969,MLDHR,mitochondrial lactate dehydrogenase regulator,"PTEN upstream open reading frame, micropeptide 31 amino acids","MP31, PTENURF",Yes
PA164723038,MLEC,malectin,oligosaccharyltransferase complex subunit (non-catalytic),KIAA0152,Yes
PA30843,MLF1,myeloid leukemia factor 1,"myeloid leukemia factor 1 variant 1, myeloid leukemia factor 1 variant 2, myeloid leukemia factor 1 variant 3",Unknown,Yes
PA30844,MLF2,myeloid leukemia factor 2,Unknown,NTN4,Yes
PA240,MLH1,mutL homolog 1,"mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)","COCA2, FCC2, HNPCC, HNPCC2, MLH-1",Yes
PA30845,MLH3,mutL homolog 3,"DNA mismatch repair protein Mlh3, mutL homolog 3 (E. coli)",Unknown,Yes
PA134918634,MLIP,muscular LMNA interacting protein,"cardiac ISL1-interacting protein, muscle-enriched A-type lamin interacting protein, muscular LMNA-interacting protein","C6orf142, CIP, MGC18257",Yes
PA142671349,MLKL,mixed lineage kinase domain like pseudokinase,mixed lineage kinase domain-like,FLJ34389,Yes
PA30848,MLLT1,MLLT1 super elongation complex subunit,"""MLLT1, super elongation complex subunit"", ""myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1""","ENL, LTG19, YEATS1",Yes
PA30849,MLLT10,MLLT10 histone lysine methyltransferase DOT1L cofactor,"""MLLT10, histone lysine methyltransferase DOT1L cofactor"", ""myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10""",AF10,Yes
PA30850,MLLT10P1,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 pseudogene 1",Unknown,bA348I14.3,Yes
PA142671347,MLLT11,MLLT11 transcription factor 7 cofactor,"""ALL1 fused gene from chromosome 1q"", ""MLLT11, transcription factor 7 cofactor"", ""myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11""",AF1Q,Yes
PA30852,MLLT3,MLLT3 super elongation complex subunit,"""MLLT3, super elongation complex subunit"", ""myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3""","AF-9, AF9, YEATS3",Yes
PA30854,MLLT6,"MLLT6, PHD finger containing","""Myeloid/lymphoid or mixed-lineage leukemia, translocated to, 6"", ""myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6"", ""trithorax homolog""","AF17, FLJ23480",Yes
PA30856,MLN,motilin,prepromotilin,Unknown,Yes
PA28884,MLNR,motilin receptor,Unknown,GPR38,Yes
PA134899891,MLPH,melanophilin,synaptotagmin-like protein homologue lacking C2 domains-a,"SLAC2-A, Slac-2a, exophilin-3, l(1)-3Rk, l1Rk3, ln",Yes
PA165450213,MLST8,"MTOR associated protein, LST8 homolog","""G protein beta subunit like"", ""MTOR associated protein, LST8 homolog"", ""MTOR associated protein, LST8 homolog (S. cerevisiae)""","GBL, GbetaL, Lst8, Pop3",Yes
PA36397,MLX,MAX dimerization protein MLX,"MLX, MAX dimerization protein","MAD7, MXD7, TCFL4, bHLHd13",Yes
PA128394590,MLXIP,MLX interacting protein,Unknown,"KIAA0867, MIR, MONDOA, bHLHe36",Yes
PA37353,MLXIPL,MLX interacting protein like,"MLX interacting protein-like, carbohydrate response element binding protein","CHREBP, MIO, MONDOB, WBSCR14, WS-bHLH, bHLHd14",Yes
PA30861,MLYCD,malonyl-CoA decarboxylase,Unknown,"MCD, hMCD",Yes
PA134912808,MMAA,metabolism of cobalamin associated A,methylmalonic aciduria (cobalamin deficiency) cblA type,cblA,Yes
PA134864025,MMAB,metabolism of cobalamin associated B,"ATP:cob(I)alamin adenosyltransferase, cilia and flagella associated protein 23, methylmalonic aciduria (cobalamin deficiency) cblB type","CFAP23, cblB",Yes
PA142671348,MMACHC,metabolism of cobalamin associated C,"methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria","DKFZP564I122, cblC",Yes
PA164723053,MMADHC,metabolism of cobalamin associated D,"methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria","C2orf25, CL25022, cblD",Yes
PA30863,MMD,monocyte to macrophage differentiation associated,monocyte to macrophage differentiation-associated,"MMA, PAQR11",Yes
PA134910250,MMD2,monocyte to macrophage differentiation associated 2,monocyte to macrophage differentiation-associated 2,PAQR10,Yes
PA30864,MME,membrane metalloendopeptidase,"enkephalinase, membrane metallo-endopeptidase, neprilysin, neutral endopeptidase","CALLA, CD10, NEP",Yes
PA30865,MMEL1,membrane metalloendopeptidase like 1,"membrane metallo-endopeptidase-like 1, neprilysin 2, neprilysin-II","MMEL2, NEPII, NL1, NL2, SEP",Yes
PA164723074,MMGT1,membrane magnesium transporter 1,ER membrane protein complex subunit 5,"EMC5, TMEM32",Yes
PA30867,MMP1,matrix metallopeptidase 1,"interstitial collagenase, matrix metallopeptidase 1 (interstitial collagenase)",CLG,Yes
PA30868,MMP10,matrix metallopeptidase 10,matrix metallopeptidase 10 (stromelysin 2),STMY2,Yes
PA30869,MMP11,matrix metallopeptidase 11,matrix metallopeptidase 11 (stromelysin 3),STMY3,Yes
PA30870,MMP12,matrix metallopeptidase 12,"macrophage elastase, matrix metallopeptidase 12 (macrophage elastase)",HME,Yes
PA30871,MMP13,matrix metallopeptidase 13,"collagenase 3, matrix metallopeptidase 13 (collagenase 3)",CLG3,Yes
PA30872,MMP14,matrix metallopeptidase 14,"matrix metallopeptidase 14 (membrane-inserted), membrane type 1 metalloprotease, membrane type 1-matrix metalloproteinase",MT1-MMP,Yes
PA30873,MMP15,matrix metallopeptidase 15,matrix metallopeptidase 15 (membrane-inserted),"MT2-MMP, MTMMP2, SMCP-2",Yes
PA30874,MMP16,matrix metallopeptidase 16,matrix metallopeptidase 16 (membrane-inserted),"C8orf57, DKFZp761D112, MT3-MMP",Yes
PA30875,MMP17,matrix metallopeptidase 17,matrix metallopeptidase 17 (membrane-inserted),MT4-MMP,Yes
PA30876,MMP19,matrix metallopeptidase 19,Unknown,"MMP18, RASI-1",Yes
PA30877,MMP2,matrix metallopeptidase 2,"matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)","CLG4, CLG4A, MMP-2, TBE-1",Yes
PA30878,MMP20,matrix metallopeptidase 20,enamelysin,Unknown,Yes
PA134885721,MMP21,matrix metallopeptidase 21,Unknown,Unknown,Yes
PA30879,MMP23A,matrix metallopeptidase 23A (pseudogene),Unknown,MIFR,Yes
PA30880,MMP23B,matrix metallopeptidase 23B,"femalysin, matrix metalloproteinase 22, matrix metalloproteinase in the female reproductive tract","MIFR, MIFR-1, MMP22",Yes
PA30881,MMP24,matrix metallopeptidase 24,"matrix metallopeptidase 24 (membrane-inserted), membrane-type 5 matrix metalloproteinase",MT5-MMP,Yes
PA166181565,MMP24OS,MMP24 opposite strand,Unknown,MMP24-AS1,Yes
PA30882,MMP25,matrix metallopeptidase 25,Unknown,"MMP20, MMPL1, MT6-MMP",Yes
PA30883,MMP26,matrix metallopeptidase 26,matrilysin 2,"MGC126590, MGC126592, endometase",Yes
PA30884,MMP27,matrix metallopeptidase 27,matrix metalloprotease 27,Unknown,Yes
PA30885,MMP28,matrix metallopeptidase 28,Unknown,"EPILYSIN, MM28, MMP-25, MMP-28",Yes
PA30886,MMP3,matrix metallopeptidase 3,"matrix metallopeptidase 3 (stromelysin 1, progelatinase)","STMY, STMY1",Yes
PA30887,MMP7,matrix metallopeptidase 7,"""matrilysin"", ""matrix metallopeptidase 7 (matrilysin, uterine)""","MPSL1, PUMP-1",Yes
PA30888,MMP8,matrix metallopeptidase 8,matrix metallopeptidase 8 (neutrophil collagenase),CLG1,Yes
PA30889,MMP9,matrix metallopeptidase 9,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",CLG4B,Yes
PA30891,MMRN1,multimerin 1,"endothelial cell multimerin, glycoprotein Ia*","ECM, EMILIN4, GPIa*, MMRN",Yes
PA134991578,MMRN2,multimerin 2,EndoGlyx-1 p125/p140,"EMILIN3, EndoGlyx-1, FLJ13465",Yes
PA162395974,MMS19,"MMS19 homolog, cytosolic iron-sulfur assembly component","""MET18 homolog (S. cerevisiae)"", ""MMS19 homolog, cytosolic iron-sulfur assembly component"", ""MMS19 nucleotide excision repair homolog (S. cerevisiae)""","CIAO4, MET18, MMS19L, hMMS19",Yes
PA134878007,MMS22L,"MMS22 like, DNA repair protein","MMS22-like, DNA repair protein","C6orf167, dJ39B17.2",Yes
